id,transaction_id,date,customer_id,product_id,quantity,total_revenue
2986,TXN-102985,2023-12-23,CUST-8393,PROD-1072,4,776.56
2987,TXN-102986,2023-11-09,CUST-7076,PROD-1097,1,632.02
2988,TXN-102987,2023-12-05,CUST-6868,PROD-1020,5,2058.75
2989,TXN-102988,2023-11-04,CUST-6581,PROD-1012,5,1762.9
2990,TXN-102989,2023-12-14,CUST-5761,PROD-1069,5,1764.8
2991,TXN-102990,2023-11-26,CUST-5670,PROD-1029,1,330.47
2992,TXN-102991,2023-12-21,CUST-5601,PROD-1085,1,190.54
2993,TXN-102992,2023-10-07,CUST-7100,PROD-1056,4,1631.88
2994,TXN-102993,2023-10-24,CUST-8262,PROD-1077,1,348.12
2995,TXN-102994,2023-10-27,CUST-7133,PROD-1027,3,2077.98
2996,TXN-102995,2023-10-01,CUST-5024,PROD-1080,2,228.68
2997,TXN-102996,2023-10-26,CUST-7632,PROD-1045,1,199.35
2998,TXN-102997,2023-10-22,CUST-5193,PROD-1064,2,1315.48
2999,TXN-102998,2023-12-21,CUST-6737,PROD-1057,1,220.39
3000,TXN-102999,2023-11-09,CUST-5035,PROD-1089,4,399.64
3001,TXN-103000,2023-10-07,CUST-6288,PROD-1076,4,184.44
3002,TXN-103001,2023-12-18,CUST-7729,PROD-1041,4,531.92
3003,TXN-103002,2023-10-25,CUST-7316,PROD-1025,4,3159.08
3004,TXN-103003,2023-10-21,CUST-5161,PROD-1062,4,1964.96
3005,TXN-103004,2023-10-01,CUST-5469,PROD-1096,2,918.3
3006,TXN-103005,2023-11-06,CUST-5357,PROD-1032,2,151.54
3007,TXN-103006,2023-11-01,CUST-5597,PROD-1050,5,847.6
3008,TXN-103007,2023-10-03,CUST-8337,PROD-1083,5,3041.1
3009,TXN-103008,2023-12-17,CUST-5260,PROD-1052,1,118.12
3010,TXN-103009,2023-10-02,CUST-5786,PROD-1069,5,1764.8
3011,TXN-103010,2023-10-19,CUST-7463,PROD-1094,3,215.37
3012,TXN-103011,2023-10-03,CUST-7051,PROD-1022,2,1538.62
3013,TXN-103012,2023-10-08,CUST-6609,PROD-1066,4,1736.84
3014,TXN-103013,2023-11-16,CUST-6337,PROD-1103,1,332.52
3015,TXN-103014,2023-10-17,CUST-7919,PROD-1011,1,385.94
3016,TXN-103015,2023-11-01,CUST-8272,PROD-1112,2,336.88
3017,TXN-103016,2023-10-10,CUST-6175,PROD-1111,2,1145.74
3018,TXN-103017,2023-12-03,CUST-5572,PROD-1110,1,673.43
3019,TXN-103018,2023-10-22,CUST-5197,PROD-1097,3,1896.06
3020,TXN-103019,2023-11-26,CUST-6526,PROD-1109,2,1340
3021,TXN-103020,2023-11-11,CUST-6654,PROD-1054,4,2375.04
3022,TXN-103021,2023-11-16,CUST-6616,PROD-1010,4,2439.72
3023,TXN-103022,2023-12-01,CUST-5786,PROD-1027,4,2770.64
3024,TXN-103023,2023-12-03,CUST-5728,PROD-1008,3,1153.95
3025,TXN-103024,2023-10-13,CUST-5092,PROD-1018,4,3021.76
3026,TXN-103025,2023-10-17,CUST-8242,PROD-1029,3,991.41
3027,TXN-103026,2023-12-16,CUST-7072,PROD-1066,5,2171.05
3028,TXN-103027,2023-11-21,CUST-8110,PROD-1058,2,692.72
3029,TXN-103028,2023-11-03,CUST-6216,PROD-1095,3,800.58
3030,TXN-103029,2023-11-21,CUST-5731,PROD-1109,4,2680
3031,TXN-103030,2023-11-03,CUST-5750,PROD-1084,2,785.34
3032,TXN-103031,2023-10-01,CUST-7039,PROD-1018,4,3021.76
3033,TXN-103032,2023-11-05,CUST-5650,PROD-1082,5,3703.65
3034,TXN-103033,2023-11-25,CUST-6922,PROD-1111,5,2864.35
3035,TXN-103034,2023-10-16,CUST-7054,PROD-1043,2,341.46
3036,TXN-103035,2023-12-22,CUST-6896,PROD-1108,3,1967.58
3037,TXN-103036,2023-10-15,CUST-5363,PROD-1054,2,1187.52
3038,TXN-103037,2023-12-04,CUST-5343,PROD-1011,5,1929.7
3039,TXN-103038,2023-10-28,CUST-6709,PROD-1106,5,2200.65
3040,TXN-103039,2023-12-25,CUST-7026,PROD-1110,5,3367.15
3041,TXN-103040,2023-11-02,CUST-6931,PROD-1069,4,1411.84
3042,TXN-103041,2023-10-14,CUST-6749,PROD-1080,1,114.34
3043,TXN-103042,2023-10-01,CUST-6177,PROD-1073,2,472.12
3044,TXN-103043,2023-11-28,CUST-8094,PROD-1099,5,2294.9
3045,TXN-103044,2023-12-04,CUST-7112,PROD-1108,1,655.86
3046,TXN-103045,2023-11-20,CUST-8264,PROD-1114,2,1477.12
3047,TXN-103046,2023-11-26,CUST-5840,PROD-1083,3,1824.66
3048,TXN-103047,2023-12-16,CUST-6381,PROD-1049,5,3676.5
3049,TXN-103048,2023-12-24,CUST-5953,PROD-1024,3,1649.97
3050,TXN-103049,2023-12-14,CUST-5144,PROD-1000,1,306.57
3051,TXN-103050,2023-12-14,CUST-7174,PROD-1079,5,2599.9
3052,TXN-103051,2023-11-04,CUST-8043,PROD-1081,2,1369.7
3053,TXN-103052,2023-11-05,CUST-7702,PROD-1100,1,706.86
3054,TXN-103053,2023-11-27,CUST-5550,PROD-1022,3,2307.93
3055,TXN-103054,2023-12-03,CUST-6309,PROD-1117,2,399.32
3056,TXN-103055,2023-12-03,CUST-6203,PROD-1077,3,1044.36
3057,TXN-103056,2023-10-30,CUST-7743,PROD-1016,2,474.98
3058,TXN-103057,2023-11-19,CUST-6205,PROD-1119,4,2731.48
3059,TXN-103058,2023-11-10,CUST-6496,PROD-1018,1,755.44
3060,TXN-103059,2023-11-02,CUST-5595,PROD-1039,2,360.66
3061,TXN-103060,2023-11-29,CUST-5422,PROD-1052,4,472.48
3062,TXN-103061,2023-10-20,CUST-5699,PROD-1022,5,3846.55
3063,TXN-103062,2023-12-01,CUST-7666,PROD-1000,1,306.57
3064,TXN-103063,2023-12-13,CUST-5630,PROD-1041,2,265.96
3065,TXN-103064,2023-12-12,CUST-6890,PROD-1061,3,2360.79
3066,TXN-103065,2023-11-24,CUST-5192,PROD-1028,1,637.59
3067,TXN-103066,2023-11-12,CUST-6692,PROD-1067,1,702.53
3068,TXN-103067,2023-11-05,CUST-6502,PROD-1018,4,3021.76
3069,TXN-103068,2023-12-18,CUST-7615,PROD-1080,5,571.7
3070,TXN-103069,2023-10-23,CUST-5404,PROD-1037,4,1025.64
3071,TXN-103070,2023-10-19,CUST-6528,PROD-1116,5,2075.15
3072,TXN-103071,2023-11-26,CUST-7334,PROD-1077,5,1740.6
3073,TXN-103072,2023-10-29,CUST-5868,PROD-1025,5,3948.85
3074,TXN-103073,2023-10-29,CUST-6704,PROD-1054,3,1781.28
3075,TXN-103074,2023-10-31,CUST-5015,PROD-1005,1,157.13
3076,TXN-103075,2023-10-25,CUST-8068,PROD-1085,2,381.08
3077,TXN-103076,2023-10-15,CUST-5839,PROD-1062,3,1473.72
3078,TXN-103077,2023-12-15,CUST-8126,PROD-1059,5,711.65
3079,TXN-103078,2023-10-12,CUST-7774,PROD-1055,3,469.89
3080,TXN-103079,2023-10-19,CUST-6245,PROD-1053,4,2718.04
3081,TXN-103080,2023-12-17,CUST-6565,PROD-1067,4,2810.12
3082,TXN-103081,2023-12-21,CUST-5499,PROD-1012,1,352.58
3083,TXN-103082,2023-10-02,CUST-6320,PROD-1109,2,1340
3084,TXN-103083,2023-11-22,CUST-7690,PROD-1071,5,1013.75
3085,TXN-103084,2023-11-20,CUST-5108,PROD-1105,3,1969.89
3086,TXN-103085,2023-12-06,CUST-5822,PROD-1022,3,2307.93
3087,TXN-103086,2023-12-29,CUST-7649,PROD-1076,3,138.33
3088,TXN-103087,2023-11-22,CUST-7304,PROD-1044,1,58.71
3089,TXN-103088,2023-11-01,CUST-7050,PROD-1072,4,776.56
3090,TXN-103089,2023-10-04,CUST-6783,PROD-1089,3,299.73
3091,TXN-103090,2023-12-09,CUST-8245,PROD-1064,1,657.74
3092,TXN-103091,2023-12-20,CUST-5195,PROD-1114,1,738.56
3093,TXN-103092,2023-12-07,CUST-5187,PROD-1082,3,2222.19
3094,TXN-103093,2023-12-12,CUST-7369,PROD-1022,1,769.31
3095,TXN-103094,2023-12-28,CUST-7459,PROD-1057,3,661.17
3096,TXN-103095,2023-10-15,CUST-5975,PROD-1052,4,472.48
3097,TXN-103096,2023-12-01,CUST-5473,PROD-1087,4,3075.56
3098,TXN-103097,2023-11-17,CUST-7273,PROD-1084,1,392.67
3099,TXN-103098,2023-12-08,CUST-5864,PROD-1081,1,684.85
3100,TXN-103099,2023-12-19,CUST-7287,PROD-1033,4,1511.68
3101,TXN-103100,2023-10-14,CUST-5649,PROD-1016,4,949.96
3102,TXN-103101,2023-12-19,CUST-6098,PROD-1055,2,313.26
3103,TXN-103102,2023-12-31,CUST-5098,PROD-1104,3,878.37
3104,TXN-103103,2023-12-16,CUST-8392,PROD-1058,4,1385.44
3105,TXN-103104,2023-11-21,CUST-6774,PROD-1004,1,395.35
3106,TXN-103105,2023-12-26,CUST-7255,PROD-1083,2,1216.44
3107,TXN-103106,2023-12-05,CUST-7119,PROD-1039,4,721.32
3108,TXN-103107,2023-11-25,CUST-5542,PROD-1035,4,2120.92
3109,TXN-103108,2023-10-11,CUST-5421,PROD-1053,1,679.51
3110,TXN-103109,2023-12-08,CUST-6226,PROD-1030,5,3435.65
3111,TXN-103110,2023-12-30,CUST-6029,PROD-1056,5,2039.85
3112,TXN-103111,2023-11-08,CUST-5073,PROD-1110,5,3367.15
3113,TXN-103112,2023-10-27,CUST-5159,PROD-1071,2,405.5
3114,TXN-103113,2023-10-24,CUST-7241,PROD-1116,5,2075.15
3115,TXN-103114,2023-12-19,CUST-6311,PROD-1063,5,1307.55
3116,TXN-103115,2023-10-02,CUST-6015,PROD-1058,2,692.72
3117,TXN-103116,2023-11-15,CUST-5796,PROD-1050,3,508.56
3118,TXN-103117,2023-10-28,CUST-7460,PROD-1078,4,853.36
3119,TXN-103118,2023-10-05,CUST-5444,PROD-1103,1,332.52
3120,TXN-103119,2023-12-05,CUST-6323,PROD-1013,1,567.48
3121,TXN-103120,2023-11-27,CUST-7118,PROD-1032,3,227.31
3122,TXN-103121,2023-10-27,CUST-5694,PROD-1075,2,1029.82
3123,TXN-103122,2023-12-13,CUST-7054,PROD-1095,3,800.58
3124,TXN-103123,2023-10-13,CUST-6793,PROD-1067,5,3512.65
3125,TXN-103124,2023-11-16,CUST-5256,PROD-1061,2,1573.86
3126,TXN-103125,2023-10-08,CUST-6424,PROD-1096,5,2295.75
3127,TXN-103126,2023-10-16,CUST-8334,PROD-1001,4,877.28
3128,TXN-103127,2023-11-19,CUST-7301,PROD-1080,1,114.34
3129,TXN-103128,2023-10-08,CUST-5378,PROD-1014,5,258.4
3130,TXN-103129,2023-11-18,CUST-5277,PROD-1020,1,411.75
3131,TXN-103130,2023-12-05,CUST-5682,PROD-1096,1,459.15
3132,TXN-103131,2023-10-30,CUST-6941,PROD-1029,1,330.47
3133,TXN-103132,2023-11-08,CUST-6447,PROD-1050,4,678.08
3134,TXN-103133,2023-11-14,CUST-8436,PROD-1098,5,1523.25
3135,TXN-103134,2023-11-13,CUST-5754,PROD-1082,1,740.73
3136,TXN-103135,2023-10-09,CUST-6177,PROD-1097,5,3160.1
3137,TXN-103136,2023-12-04,CUST-7322,PROD-1058,1,346.36
3138,TXN-103137,2023-10-07,CUST-7104,PROD-1093,2,1426.78
3139,TXN-103138,2023-10-15,CUST-5227,PROD-1100,1,706.86
3140,TXN-103139,2023-10-18,CUST-6330,PROD-1116,4,1660.12
3141,TXN-103140,2023-11-22,CUST-8347,PROD-1114,5,3692.8
3142,TXN-103141,2023-12-28,CUST-7454,PROD-1116,5,2075.15
3143,TXN-103142,2023-10-29,CUST-8399,PROD-1080,5,571.7
3144,TXN-103143,2023-10-12,CUST-7113,PROD-1117,1,199.66
3145,TXN-103144,2023-12-01,CUST-6886,PROD-1070,5,714.3
3146,TXN-103145,2023-12-12,CUST-6082,PROD-1067,3,2107.59
3147,TXN-103146,2023-11-26,CUST-6115,PROD-1081,1,684.85
3148,TXN-103147,2023-10-22,CUST-6211,PROD-1068,2,1457.5
3149,TXN-103148,2023-10-11,CUST-7037,PROD-1027,4,2770.64
3150,TXN-103149,2023-10-03,CUST-5341,PROD-1054,5,2968.8
3151,TXN-103150,2023-12-10,CUST-8306,PROD-1096,2,918.3
3152,TXN-103151,2023-10-29,CUST-6010,PROD-1117,4,798.64
3153,TXN-103152,2023-10-31,CUST-6611,PROD-1049,4,2941.2
3154,TXN-103153,2023-11-18,CUST-8346,PROD-1049,3,2205.9
3155,TXN-103154,2023-11-02,CUST-7648,PROD-1044,3,176.13
3156,TXN-103155,2023-11-07,CUST-7591,PROD-1020,5,2058.75
3157,TXN-103156,2023-11-06,CUST-5156,PROD-1073,1,236.06
3158,TXN-103157,2023-11-28,CUST-6089,PROD-1097,1,632.02
3159,TXN-103158,2023-10-02,CUST-7380,PROD-1070,3,428.58
3160,TXN-103159,2023-10-04,CUST-6684,PROD-1064,1,657.74
3161,TXN-103160,2023-12-07,CUST-8265,PROD-1081,1,684.85
3162,TXN-103161,2023-10-30,CUST-8295,PROD-1003,4,2102.56
3163,TXN-103162,2023-11-08,CUST-8444,PROD-1030,1,687.13
3164,TXN-103163,2023-10-22,CUST-6026,PROD-1086,4,2790.56
3165,TXN-103164,2023-11-26,CUST-6350,PROD-1038,3,1525.77
3166,TXN-103165,2023-12-10,CUST-7257,PROD-1110,5,3367.15
3167,TXN-103166,2023-12-27,CUST-6387,PROD-1065,1,194.26
3168,TXN-103167,2023-11-24,CUST-7058,PROD-1049,5,3676.5
3169,TXN-103168,2023-10-05,CUST-5073,PROD-1072,5,970.7
3170,TXN-103169,2023-10-14,CUST-6914,PROD-1008,5,1923.25
3171,TXN-103170,2023-11-28,CUST-7249,PROD-1039,1,180.33
3172,TXN-103171,2023-12-16,CUST-5488,PROD-1049,3,2205.9
3173,TXN-103172,2023-10-03,CUST-7622,PROD-1091,4,762.8
3174,TXN-103173,2023-12-15,CUST-5138,PROD-1094,1,71.79
3175,TXN-103174,2023-10-06,CUST-5386,PROD-1069,1,352.96
3176,TXN-103175,2023-12-10,CUST-8124,PROD-1089,1,99.91
3177,TXN-103176,2023-12-01,CUST-7809,PROD-1073,5,1180.3
3178,TXN-103177,2023-12-24,CUST-5797,PROD-1071,1,202.75
3179,TXN-103178,2023-12-11,CUST-7765,PROD-1066,4,1736.84
3180,TXN-103179,2023-12-26,CUST-6495,PROD-1010,4,2439.72
3181,TXN-103180,2023-11-29,CUST-7994,PROD-1079,2,1039.96
3182,TXN-103181,2023-12-25,CUST-6706,PROD-1051,5,3969.65
3183,TXN-103182,2023-10-14,CUST-5759,PROD-1106,4,1760.52
3184,TXN-103183,2023-11-21,CUST-7186,PROD-1000,2,613.14
3185,TXN-103184,2023-12-14,CUST-6564,PROD-1106,2,880.26
3186,TXN-103185,2023-10-15,CUST-5708,PROD-1050,1,169.52
3187,TXN-103186,2023-12-20,CUST-6063,PROD-1023,2,108.86
3188,TXN-103187,2023-11-26,CUST-6343,PROD-1075,5,2574.55
3189,TXN-103188,2023-12-15,CUST-7164,PROD-1017,4,1714.8
3190,TXN-103189,2023-11-14,CUST-7141,PROD-1009,3,1722.45
3191,TXN-103190,2023-12-06,CUST-5893,PROD-1043,1,170.73
3192,TXN-103191,2023-12-22,CUST-6590,PROD-1096,1,459.15
3193,TXN-103192,2023-11-03,CUST-6483,PROD-1022,1,769.31
3194,TXN-103193,2023-10-25,CUST-7264,PROD-1104,2,585.58
3195,TXN-103194,2023-10-24,CUST-8316,PROD-1074,2,417.66
3196,TXN-103195,2023-12-31,CUST-7904,PROD-1077,3,1044.36
3197,TXN-103196,2023-11-28,CUST-7277,PROD-1100,2,1413.72
3198,TXN-103197,2023-10-10,CUST-7128,PROD-1007,1,502.07
3199,TXN-103198,2023-11-16,CUST-7108,PROD-1028,1,637.59
3200,TXN-103199,2023-12-22,CUST-8285,PROD-1086,3,2092.92
3201,TXN-103200,2023-12-06,CUST-8060,PROD-1085,2,381.08
3202,TXN-103201,2023-11-01,CUST-5195,PROD-1041,4,531.92
3203,TXN-103202,2023-12-20,CUST-6405,PROD-1087,5,3844.45
3204,TXN-103203,2023-12-25,CUST-8483,PROD-1115,5,3790.55
3205,TXN-103204,2023-12-19,CUST-7465,PROD-1108,5,3279.3
3206,TXN-103205,2023-10-22,CUST-6966,PROD-1073,3,708.18
3207,TXN-103206,2023-10-11,CUST-7306,PROD-1071,2,405.5
3208,TXN-103207,2023-11-15,CUST-7085,PROD-1106,3,1320.39
3209,TXN-103208,2023-11-01,CUST-5198,PROD-1041,1,132.98
3210,TXN-103209,2023-10-10,CUST-7245,PROD-1058,1,346.36
3211,TXN-103210,2023-11-16,CUST-8195,PROD-1062,5,2456.2
3212,TXN-103211,2023-11-23,CUST-6677,PROD-1083,5,3041.1
3213,TXN-103212,2023-11-25,CUST-7033,PROD-1022,1,769.31
3214,TXN-103213,2023-10-24,CUST-5909,PROD-1057,1,220.39
3215,TXN-103214,2023-10-23,CUST-7042,PROD-1112,5,842.2
3216,TXN-103215,2023-11-09,CUST-6841,PROD-1029,5,1652.35
3217,TXN-103216,2023-10-05,CUST-7186,PROD-1035,1,530.23
3218,TXN-103217,2023-12-12,CUST-6947,PROD-1012,4,1410.32
3219,TXN-103218,2023-10-31,CUST-7665,PROD-1066,1,434.21
3220,TXN-103219,2023-11-12,CUST-6255,PROD-1031,4,2072.64
3221,TXN-103220,2023-12-28,CUST-5606,PROD-1072,2,388.28
3222,TXN-103221,2023-11-03,CUST-5281,PROD-1064,4,2630.96
3223,TXN-103222,2023-10-01,CUST-5188,PROD-1095,2,533.72
3224,TXN-103223,2023-11-25,CUST-7137,PROD-1107,3,871.86
3225,TXN-103224,2023-12-13,CUST-8031,PROD-1017,5,2143.5
3226,TXN-103225,2023-12-07,CUST-5651,PROD-1083,5,3041.1
3227,TXN-103226,2023-12-23,CUST-6998,PROD-1040,5,2377.65
3228,TXN-103227,2023-11-25,CUST-6443,PROD-1039,4,721.32
3229,TXN-103228,2023-12-24,CUST-7500,PROD-1086,5,3488.2
3230,TXN-103229,2023-10-21,CUST-5867,PROD-1062,2,982.48
3231,TXN-103230,2023-11-01,CUST-7400,PROD-1089,1,99.91
3232,TXN-103231,2023-12-06,CUST-8302,PROD-1064,5,3288.7
3233,TXN-103232,2023-11-18,CUST-7365,PROD-1092,5,568.2
3234,TXN-103233,2023-10-16,CUST-7725,PROD-1115,4,3032.44
3235,TXN-103234,2023-12-10,CUST-6708,PROD-1107,3,871.86
3236,TXN-103235,2023-12-10,CUST-5579,PROD-1093,5,3566.95
3237,TXN-103236,2023-10-09,CUST-5499,PROD-1070,3,428.58
3238,TXN-103237,2023-11-03,CUST-7497,PROD-1050,2,339.04
3239,TXN-103238,2023-11-29,CUST-6669,PROD-1090,3,472.14
3240,TXN-103239,2023-11-16,CUST-7097,PROD-1104,3,878.37
3241,TXN-103240,2023-10-19,CUST-7234,PROD-1100,3,2120.58
3242,TXN-103241,2023-11-02,CUST-8146,PROD-1076,4,184.44
3243,TXN-103242,2023-12-07,CUST-8317,PROD-1113,5,2701.7
3244,TXN-103243,2023-11-11,CUST-7502,PROD-1050,5,847.6
3245,TXN-103244,2023-12-12,CUST-6634,PROD-1003,3,1576.92
3246,TXN-103245,2023-10-21,CUST-5851,PROD-1006,5,3263.4
3247,TXN-103246,2023-10-04,CUST-6161,PROD-1015,1,509.11
3248,TXN-103247,2023-11-30,CUST-5326,PROD-1070,2,285.72
3249,TXN-103248,2023-12-04,CUST-7197,PROD-1060,3,1864.98
3250,TXN-103249,2023-10-29,CUST-5986,PROD-1105,3,1969.89
3251,TXN-103250,2023-12-26,CUST-7231,PROD-1064,5,3288.7
3252,TXN-103251,2023-12-09,CUST-5778,PROD-1044,3,176.13
3253,TXN-103252,2023-12-01,CUST-5255,PROD-1092,3,340.92
3254,TXN-103253,2023-11-12,CUST-6688,PROD-1081,5,3424.25
3255,TXN-103254,2023-11-09,CUST-5494,PROD-1048,1,335.25
3256,TXN-103255,2023-12-01,CUST-8236,PROD-1066,3,1302.63
3257,TXN-103256,2023-10-26,CUST-7166,PROD-1066,2,868.42
3258,TXN-103257,2023-12-19,CUST-8235,PROD-1044,4,234.84
3259,TXN-103258,2023-10-12,CUST-7879,PROD-1021,2,1296.22
3260,TXN-103259,2023-12-22,CUST-7226,PROD-1077,4,1392.48
3261,TXN-103260,2023-10-22,CUST-5487,PROD-1064,4,2630.96
3262,TXN-103261,2023-10-08,CUST-7702,PROD-1015,2,1018.22
3263,TXN-103262,2023-10-24,CUST-6509,PROD-1030,2,1374.26
3264,TXN-103263,2023-11-01,CUST-7169,PROD-1035,4,2120.92
3265,TXN-103264,2023-12-31,CUST-5834,PROD-1063,5,1307.55
3266,TXN-103265,2023-12-07,CUST-6224,PROD-1030,5,3435.65
3267,TXN-103266,2023-11-18,CUST-7400,PROD-1029,2,660.94
3268,TXN-103267,2023-10-28,CUST-6674,PROD-1077,5,1740.6
3269,TXN-103268,2023-10-10,CUST-5294,PROD-1097,5,3160.1
3270,TXN-103269,2023-12-21,CUST-7171,PROD-1046,4,2029.96
3271,TXN-103270,2023-12-08,CUST-6825,PROD-1040,4,1902.12
3272,TXN-103271,2023-12-03,CUST-7496,PROD-1042,1,200.55
3273,TXN-103272,2023-11-08,CUST-6872,PROD-1039,2,360.66
3274,TXN-103273,2023-10-21,CUST-5697,PROD-1003,5,2628.2
3275,TXN-103274,2023-10-10,CUST-7241,PROD-1093,5,3566.95
3276,TXN-103275,2023-12-16,CUST-5194,PROD-1109,2,1340
3277,TXN-103276,2023-12-25,CUST-6566,PROD-1069,1,352.96
3278,TXN-103277,2023-11-02,CUST-6464,PROD-1037,5,1282.05
3279,TXN-103278,2023-11-10,CUST-7855,PROD-1034,3,1204.2
3280,TXN-103279,2023-11-07,CUST-5333,PROD-1071,3,608.25
3281,TXN-103280,2023-11-22,CUST-5929,PROD-1091,5,953.5
3282,TXN-103281,2023-11-21,CUST-5408,PROD-1012,3,1057.74
3283,TXN-103282,2023-12-20,CUST-6326,PROD-1108,2,1311.72
3284,TXN-103283,2023-11-05,CUST-5945,PROD-1037,2,512.82
3285,TXN-103284,2023-10-27,CUST-7165,PROD-1096,1,459.15
3286,TXN-103285,2023-10-26,CUST-6990,PROD-1034,2,802.8
3287,TXN-103286,2023-12-20,CUST-5038,PROD-1090,2,314.76
3288,TXN-103287,2023-10-31,CUST-7889,PROD-1064,3,1973.22
3289,TXN-103288,2023-10-01,CUST-8221,PROD-1106,5,2200.65
3290,TXN-103289,2023-10-07,CUST-7104,PROD-1029,5,1652.35
3291,TXN-103290,2023-10-31,CUST-6918,PROD-1023,3,163.29
3292,TXN-103291,2023-10-05,CUST-6576,PROD-1052,4,472.48
3293,TXN-103292,2023-12-30,CUST-5892,PROD-1036,3,1478.13
3294,TXN-103293,2023-11-29,CUST-6346,PROD-1077,3,1044.36
3295,TXN-103294,2023-10-11,CUST-6372,PROD-1037,5,1282.05
3296,TXN-103295,2023-11-03,CUST-6789,PROD-1005,4,628.52
3297,TXN-103296,2023-10-06,CUST-6618,PROD-1083,1,608.22
3298,TXN-103297,2023-10-18,CUST-8003,PROD-1006,2,1305.36
3299,TXN-103298,2023-10-11,CUST-8432,PROD-1117,5,998.3
3300,TXN-103299,2023-11-27,CUST-7192,PROD-1098,1,304.65
3301,TXN-103300,2023-12-13,CUST-5530,PROD-1092,1,113.64
3302,TXN-103301,2023-10-20,CUST-5771,PROD-1056,3,1223.91
3303,TXN-103302,2023-10-03,CUST-6059,PROD-1119,1,682.87
3304,TXN-103303,2023-10-19,CUST-7353,PROD-1005,2,314.26
3305,TXN-103304,2023-12-12,CUST-6920,PROD-1062,5,2456.2
3306,TXN-103305,2023-11-18,CUST-5060,PROD-1093,2,1426.78
3307,TXN-103306,2023-11-08,CUST-6315,PROD-1032,3,227.31
3308,TXN-103307,2023-12-06,CUST-7954,PROD-1085,1,190.54
3309,TXN-103308,2023-10-15,CUST-7677,PROD-1006,4,2610.72
3310,TXN-103309,2023-11-07,CUST-7925,PROD-1045,5,996.75
3311,TXN-103310,2023-11-09,CUST-7026,PROD-1036,4,1970.84
3312,TXN-103311,2023-10-02,CUST-6348,PROD-1088,1,652.63
3313,TXN-103312,2023-12-19,CUST-6173,PROD-1024,5,2749.95
3314,TXN-103313,2023-12-09,CUST-8293,PROD-1018,2,1510.88
3315,TXN-103314,2023-10-27,CUST-5212,PROD-1070,4,571.44
3316,TXN-103315,2023-12-29,CUST-6454,PROD-1089,1,99.91
3317,TXN-103316,2023-10-11,CUST-8439,PROD-1062,5,2456.2
3318,TXN-103317,2023-10-08,CUST-6601,PROD-1119,3,2048.61
3319,TXN-103318,2023-10-15,CUST-6265,PROD-1085,4,762.16
3320,TXN-103319,2023-11-23,CUST-6801,PROD-1012,4,1410.32
3321,TXN-103320,2023-10-12,CUST-8174,PROD-1017,3,1286.1
3322,TXN-103321,2023-11-07,CUST-8208,PROD-1080,2,228.68
3323,TXN-103322,2023-12-19,CUST-6081,PROD-1114,2,1477.12
3324,TXN-103323,2023-11-20,CUST-7623,PROD-1071,3,608.25
3325,TXN-103324,2023-10-12,CUST-5294,PROD-1097,1,632.02
3326,TXN-103325,2023-12-03,CUST-6800,PROD-1061,4,3147.72
3327,TXN-103326,2023-10-05,CUST-6790,PROD-1098,5,1523.25
3328,TXN-103327,2023-10-25,CUST-7595,PROD-1055,3,469.89
3329,TXN-103328,2023-10-28,CUST-8069,PROD-1092,5,568.2
3330,TXN-103329,2023-10-23,CUST-7577,PROD-1028,1,637.59
3331,TXN-103330,2023-10-25,CUST-7712,PROD-1008,3,1153.95
3332,TXN-103331,2023-12-06,CUST-5284,PROD-1076,1,46.11
3333,TXN-103332,2023-12-20,CUST-5084,PROD-1060,3,1864.98
3334,TXN-103333,2023-11-23,CUST-7847,PROD-1079,4,2079.92
3335,TXN-103334,2023-10-08,CUST-7922,PROD-1002,1,630.04
3336,TXN-103335,2023-12-28,CUST-7361,PROD-1033,3,1133.76
3337,TXN-103336,2023-10-15,CUST-7386,PROD-1000,1,306.57
3338,TXN-103337,2023-11-14,CUST-6406,PROD-1053,1,679.51
3339,TXN-103338,2023-11-07,CUST-5858,PROD-1014,5,258.4
3340,TXN-103339,2023-12-10,CUST-8375,PROD-1010,1,609.93
3341,TXN-103340,2023-10-16,CUST-6307,PROD-1074,5,1044.15
3342,TXN-103341,2023-12-06,CUST-8375,PROD-1034,2,802.8
3343,TXN-103342,2023-11-10,CUST-6208,PROD-1067,1,702.53
3344,TXN-103343,2023-10-11,CUST-7834,PROD-1051,1,793.93
3345,TXN-103344,2023-12-11,CUST-8314,PROD-1045,2,398.7
3346,TXN-103345,2023-12-30,CUST-8433,PROD-1068,5,3643.75
3347,TXN-103346,2023-11-24,CUST-6083,PROD-1067,3,2107.59
3348,TXN-103347,2023-12-14,CUST-5799,PROD-1015,1,509.11
3349,TXN-103348,2023-10-19,CUST-7492,PROD-1086,4,2790.56
3350,TXN-103349,2023-12-09,CUST-7141,PROD-1030,5,3435.65
3351,TXN-103350,2023-10-15,CUST-5596,PROD-1099,3,1376.94
3352,TXN-103351,2023-12-28,CUST-6220,PROD-1044,3,176.13
3353,TXN-103352,2023-12-22,CUST-6225,PROD-1018,5,3777.2
3354,TXN-103353,2023-11-11,CUST-5546,PROD-1110,1,673.43
3355,TXN-103354,2023-11-30,CUST-8485,PROD-1080,4,457.36
3356,TXN-103355,2023-10-27,CUST-7847,PROD-1047,5,1695.85
3357,TXN-103356,2023-11-10,CUST-5227,PROD-1001,3,657.96
